"quad","tag","dx","dy","dap","dbhcm","alt","fam","gen","species","nfuste","arv_key","status","subquad","xlim","ylim","gx","gy","qx","qy","pom","censo"
"H07",9970,9.8,18.5,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9970.1","M","H07quad_5x15",140,140,149.8,158.5,4.8,3.5,1.3,2019
"G06",9971,1.2,16.5,NA,NA,NA,"Fabaceae","Andira","Andira anthelmia",NA,"arv_9971.1","M","G06quad_0x15",120,120,121.2,136.5,1.2,1.5,1.3,2019
"H07",9972,10,19.3,NA,NA,NA,"Pentaphylacaceae","Ternstroemia","Ternstroemia brasiliensis",NA,"arv_9972.1","D","H07quad_10x15",140,140,150,159.3,0,4.3,1.3,2019
"G06",9973,0,18.5,133,13.3,12,"Rubiaceae","Amaioua","Amaioua intermedia",1,"arv_9973.1","A","G06quad_0x15",120,120,120,138.5,0,3.5,1.3,2019
"H07",9974,10.5,20,NA,NA,NA,"Pentaphylacaceae","Ternstroemia","Ternstroemia brasiliensis",NA,"arv_9974.1","M","H07quad_10x15",140,140,150.5,160,0.5,5,1.3,2019
"G06",9975,19.4,0.4,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9975.1","M","G06quad_15x0",120,120,139.4,120.4,4.4,0.4,1.3,2019
"H07",9976,11,17,66,6.6,8,"Myrtaceae","Myrcia","Myrcia racemosa",6,"arv_9976.1","A","H07quad_10x15",140,140,151,157,1,2,1.3,2019
"H07",9978,14.8,19.2,NA,NA,NA,"Anacardiaceae","Tapirira","Tapirira guianensis",NA,"arv_9978.1","M","H07quad_10x15",140,140,154.8,159.2,4.8,4.2,1.3,2019
"G06",9979,4.5,17.5,281,28.1,14,"Bignoniaceae","Jacaranda","Jacaranda puberula",1,"arv_9979.1","A","G06quad_0x15",120,120,124.5,137.5,4.5,2.5,1.3,2019
"H07",9980,15,16.8,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9980.1","D","H07quad_15x15",140,140,155,156.8,0,1.8,1.3,2019
"G06",9981,5.6,14,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9981.1","M","G06quad_5x10",120,120,125.6,134,0.6,4,1.3,2019
"G06",9983,8.5,14.7,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9983.1","M","G06quad_5x10",120,120,128.5,134.7,3.5,4.7,1.3,2019
"H07",9984,20,19.5,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9984.1","D","H07quad_15x15",140,140,160,159.5,5,4.5,1.3,2019
"G06",9985,8.6,14.2,89,8.9,12,"Myrtaceae","Eugenia","Eugenia stigmatosa",1,"arv_9985.1","A","G06quad_5x10",120,120,128.6,134.2,3.6,4.2,1.3,2019
"H07",9986,18.8,19.2,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9986.1","M","H07quad_15x15",140,140,158.8,159.2,3.8,4.2,1.3,2019
"G06",9987,6.9,13.2,NA,NA,NA,"Myrtaceae","Calyptranthes","Calyptranthes concinna",NA,"arv_9987.1","M","G06quad_5x10",120,120,126.9,133.2,1.9,3.2,1.3,2019
"G06",9989,7.5,11.5,142,14.2,14,"Myrtaceae","Psidium","Psidium cattleyanum",1,"arv_9989.1","A","G06quad_5x10",120,120,127.5,131.5,2.5,1.5,1.3,2019
"H07",9992,8.9,5.3,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9992.1","M","H07quad_5x5",140,140,148.9,145.3,3.9,0.3,1.3,2019
"H07",9994,8.6,5.4,188,18.8,15,"Cunoniaceae","Weinmannia","Weinmannia paulliniifolia",1,"arv_9994.1","A","H07quad_5x5",140,140,148.6,145.4,3.6,0.4,1.3,2019
"G06",9997,13.3,6.2,NA,NA,NA,"Clusiaceae","Clusia","Clusia criuva",NA,"arv_9997.1","M","G06quad_10x5",120,120,133.3,126.2,3.3,1.2,1.3,2019
"H07",9998,8,6.6,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_9998.1","M","H07quad_5x5",140,140,148,146.6,3,1.6,1.3,2019
"G06",9999,15.6,6.1,67,6.7,7.5,"Fabaceae","Andira","Andira anthelmia",1,"arv_9999.1","A","G06quad_15x5",120,120,135.6,126.1,0.6,1.1,1.3,2019
"F13",10633,0.5,15.5,12.6,1.26,2.5,"Clusiaceae","Garcinia","Garcinia gardneriana",1,"arv_10633.1","A","F13quad_0x15",100,260,100.5,275.5,0.5,0.5,1.3,2019
"F15",10746,13,10,17.1,1.71,2,"Meliaceae","Cabralea","Cabralea canjerana",1,"arv_10746.1","A","F15quad_10x10",100,300,113,310,3,0,1.3,2019
"F15",10776,13.5,16,22.9,2.29,3.5,"Arecaceae","Bactris","Bactris setosa",1,"arv_10776.1","A","F15quad_10x15",100,300,113.5,316,3.5,1,1.3,2019
"N06",12402,18.8,1.7,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_12402.1","M","N06quad_15x0",260,120,278.8,121.7,3.8,1.7,1.3,2019
"N07",12456,5.5,11.9,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_12456.1","M","N07quad_5x10",260,140,265.5,151.9,0.5,1.9,1.3,2019
"N07",12466,0.9,12.9,NA,NA,NA,"Erythroxylaceae","Erythroxylum","Erythroxylum amplifolium",NA,"arv_12466.1","M","N07quad_0x10",260,140,260.9,152.9,0.9,2.9,1.3,2019
"N07",12470,0.6,13.8,NA,NA,NA,"Aquifoliaceae","Ilex","Ilex theezans",NA,"arv_12470.1","M","N07quad_0x10",260,140,260.6,153.8,0.6,3.8,1.3,2019
"L12",13549,19.5,9.4,NA,NA,NA,"Lauraceae","Endlicheria","Endlicheria paniculata",NA,"arv_13549.1","M","L12quad_15x5",220,240,239.5,249.4,4.5,4.4,1.3,2019
"L12",13553,18.5,13,NA,NA,NA,"Clusiaceae","Calophyllum","Calophyllum brasiliense",NA,"arv_13553.1","M","L12quad_15x10",220,240,238.5,253,3.5,3,1.3,2019
"J11",13602,3.4,2,144,14.4,16,"Sapotaceae","Pouteria","Pouteria beaurepairei",1,"arv_13602.1","A","J11quad_0x0",180,220,183.4,222,3.4,2,1.3,2019
"J11",13604,6.1,9.5,241,24.1,18,"Lauraceae","Ocotea","Ocotea pulchra",1,"arv_13604.1","A","J11quad_5x5",180,220,186.1,229.5,1.1,4.5,1.3,2019
"J11",13605,5.8,8.9,320,32,18,"Lauraceae","Ocotea","Ocotea aciphylla",3,"arv_13605.1","A","J11quad_5x5",180,220,185.8,228.9,0.8,3.9,1.3,2019
"J11",13606,6,11,158,15.8,14,"Bignoniaceae","Handroanthus","Handroanthus albus",1,"arv_13606.1","A","J11quad_5x10",180,220,186,231,1,1,1.3,2019
"J11",13609,2.7,14.5,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_13609.1","M","J11quad_0x10",180,220,182.7,234.5,2.7,4.5,1.3,2019
"I11",13611,18.5,11.5,84,8.4,7.5,"Myrtaceae","Marlierea","Marlierea racemosa",2,"arv_13611.1","A","I11quad_15x10",160,220,178.5,231.5,3.5,1.5,1.3,2019
"J11",13612,1.5,14.5,99,9.9,16,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_13612.1","A","J11quad_0x10",180,220,181.5,234.5,1.5,4.5,1.3,2019
"J11",13613,6.9,14,271,27.1,19,"Sapindaceae","Matayba","Matayba guianensis",1,"arv_13613.1","A","J11quad_5x10",180,220,186.9,234,1.9,4,1.3,2019
"J11",13614,8,11.5,176,17.6,16,"Myrtaceae","Eugenia","Eugenia sulcata",1,"arv_13614.1","A","J11quad_5x10",180,220,188,231.5,3,1.5,1.3,2019
"J11",13615,8,9,117,11.7,11,"Annonaceae","Xylopia","Xylopia langsdorffiana",2,"arv_13615.1","A","J11quad_5x5",180,220,188,229,3,4,1.3,2019
"J11",13618,12,6.6,NA,NA,NA,"Myrtaceae","Myrcia","Myrcia glabra",NA,"arv_13618.1","M","J11quad_10x5",180,220,192,226.6,2,1.6,1.3,2019
"J11",13620,9.5,5,123,12.3,14,"Myrtaceae","Myrcia","Myrcia sp_1",2,"arv_13620.1","A","J11quad_5x5",180,220,189.5,225,4.5,0,1.3,2019
"J11",13621,8.5,1.5,79,7.9,7,"Annonaceae","Xylopia","Xylopia langsdorffiana",1,"arv_13621.1","A","J11quad_5x0",180,220,188.5,221.5,3.5,1.5,1.3,2019
"J11",13622,6.3,3.5,220,22,17,"Lauraceae","Ocotea","Ocotea pulchra",1,"arv_13622.1","A","J11quad_5x0",180,220,186.3,223.5,1.3,3.5,1.3,2019
"J11",13623,4.2,3.7,144,14.4,13,"Myrtaceae","Myrcia","Myrcia racemosa",2,"arv_13623.1","A","J11quad_0x0",180,220,184.2,223.7,4.2,3.7,1.3,2019
"J11",13624,9.3,0.9,192,19.2,11,"Fabaceae","Andira","Andira anthelmia",1,"arv_13624.1","A","J11quad_5x0",180,220,189.3,220.9,4.3,0.9,1.3,2019
"J11",13626,11.3,1.3,64,6.4,9,"Annonaceae","Xylopia","Xylopia langsdorffiana",3,"arv_13626.1","A","J11quad_10x0",180,220,191.3,221.3,1.3,1.3,1.3,2019
"J11",13627,13.9,2.5,210,21,16,"Myrtaceae","Pimenta","Pimenta pseudocaryophyllus",1,"arv_13627.1","A","J11quad_10x0",180,220,193.9,222.5,3.9,2.5,1.3,2019
"K11",13632,0.4,5.8,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_13632.1","M","K11quad_0x5",200,220,200.4,225.8,0.4,0.8,1.3,2019
"J11",13634,17.4,8.3,150,15,15,"Araliaceae","Schefflera","Schefflera angustissima",1,"arv_13634.1","A","J11quad_15x5",180,220,197.4,228.3,2.4,3.3,1.3,2019
"J11",13635,14,9,116,11.6,8.5,"Annonaceae","Xylopia","Xylopia langsdorffiana",4,"arv_13635.1","A","J11quad_10x5",180,220,194,229,4,4,1.3,2019
"J11",13636,17.3,12,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_13636.1","M","J11quad_15x10",180,220,197.3,232,2.3,2,1.3,2019
"J11",13638,16.5,13.5,44.5,4.45,7.5,"Araliaceae","Schefflera","Schefflera angustissima",1,"arv_13638.1","A","J11quad_15x10",180,220,196.5,233.5,1.5,3.5,1.3,2019
"J11",13639,17.5,15,154,15.4,18,"Peraceae","Pera","Pera glabrata",1,"arv_13639.1","A","J11quad_15x15",180,220,197.5,235,2.5,0,1.3,2019
"J11",13640,17.1,15,90,9,15,"Araliaceae","Schefflera","Schefflera angustissima",1,"arv_13640.1","A","J11quad_15x15",180,220,197.1,235,2.1,0,1.3,2019
"J11",13641,15.8,14.8,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_13641.1","M","J11quad_15x10",180,220,195.8,234.8,0.800000000000001,4.8,1.3,2019
"J11",13642,19.5,17,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_13642.1","M","J11quad_15x15",180,220,199.5,237,4.5,2,1.3,2019
"J12",13643,17,0,88,8.8,9,"Myrtaceae","Myrcia","Myrcia hebepetala",1,"arv_13643.1","A","J12quad_15x0",180,240,197,240,2,0,1.3,2019
"J11",13646,12.6,16.7,430,43,25,"Fabaceae","Albizia","Albizia pedicellaris",1,"arv_13646.1","A","J11quad_10x15",180,220,192.6,236.7,2.6,1.7,1.3,2019
"J11",13647,11.6,16,61,6.1,8,"Myrtaceae","Marlierea","Marlierea racemosa",2,"arv_13647.1","A","J11quad_10x15",180,220,191.6,236,1.6,1,1.3,2019
"J11",13648,12,14.5,70,7,8.5,"Myrtaceae","Marlierea","Marlierea racemosa",1,"arv_13648.1","A","J11quad_10x10",180,220,192,234.5,2,4.5,1.3,2019
"J11",13649,11.2,14,NA,NA,NA,"Myrtaceae","Calyptranthes","Calyptranthes concinna",NA,"arv_13649.1","D","J11quad_10x10",180,220,191.2,234,1.2,4,1.3,2019
"J11",13650,11.7,12.5,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_13650.1","M","J11quad_10x10",180,220,191.7,232.5,1.7,2.5,1.3,2019
"J11",13651,13.7,12.6,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_13651.1","M","J11quad_10x10",180,220,193.7,232.6,3.7,2.6,1.3,2019
"J11",13652,9,15.5,85,8.5,10,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_13652.1","A","J11quad_5x15",180,220,189,235.5,4,0.5,1.3,2019
"J11",13654,9,14.5,90,9,7,"Fabaceae","Andira","Andira anthelmia",1,"arv_13654.1","A","J11quad_5x10",180,220,189,234.5,4,4.5,1.3,2019
"J11",13655,8,14.5,97,9.7,9.5,"Clusiaceae","Garcinia","Garcinia gardneriana",1,"arv_13655.1","A","J11quad_5x10",180,220,188,234.5,3,4.5,1.3,2019
"J11",13657,9.6,19.9,NA,NA,NA,"Euphorbiaceae","Aparisthmium","Aparisthmium cordatum",NA,"arv_13657.1","M","J11quad_5x15",180,220,189.6,239.9,4.6,4.9,1.3,2019
"J11",13659,4.5,15.5,219,21.9,22,"Lauraceae","Aiouea","Aiouea saligna",1,"arv_13659.1","A","J11quad_0x15",180,220,184.5,235.5,4.5,0.5,1.3,2019
"A02",13868,6.6,10.2,NA,NA,NA,"Clusiaceae","Clusia","Clusia criuva",NA,"arv_13868.1","M","A02quad_5x10",0,40,6.6,50.2,1.6,0.199999999999999,1.3,2019
"L08",14018,17.4,0.6,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_14018.1","M","L08quad_15x0",220,160,237.4,160.6,2.4,0.6,1.3,2019
"N06",14306,1.5,1.5,664,66.4,18,"Clusiaceae","Calophyllum","Calophyllum brasiliense",1,"arv_14306.1","A","N06quad_0x0",260,120,261.5,121.5,1.5,1.5,1.3,2019
"N06",14310,1.2,4.1,55,5.5,7,"Rubiaceae","Amaioua","Amaioua intermedia",1,"arv_14310.1","A","N06quad_0x0",260,120,261.2,124.1,1.2,4.1,1.3,2019
"N06",14312,2,2.5,117,11.7,9.5,"Myrtaceae","Myrcia","Myrcia sp_1",3,"arv_14312.1","A","N06quad_0x0",260,120,262,122.5,2,2.5,1.3,2019
"N06",14314,2,5,130,13,13,"Myrtaceae","Myrcia","Myrcia ilheosensis",1,"arv_14314.1","A","N06quad_0x5",260,120,262,125,2,0,1.3,2019
"C02",18042,15,13,15.3,1.53,2.5,"Clusiaceae","Garcinia","Garcinia gardneriana",1,"arv_18042.1","A","C02quad_15x10",40,40,55,53,0,3,1.3,2019
"F10",18062,3.5,13,19.7,1.97,4.5,"Lauraceae","Ocotea","Ocotea pulchra",1,"arv_18062.1","A","F10quad_0x10",100,200,103.5,213,3.5,3,1.3,2019
"C02",18063,2,7.5,13.3,1.33,3,"Peraceae","Pera","Pera glabrata",1,"arv_18063.1","A","C02quad_0x5",40,40,42,47.5,2,2.5,1.3,2019
"F14",18078,14.5,2.5,10.3,1.03,2.5,"Meliaceae","Guarea","Guarea macrophylla",1,"arv_18078.1","A","F14quad_10x0",100,280,114.5,282.5,4.5,2.5,1.3,2019
"H07",18138,8.7,17,481,48.1,23,"Clusiaceae","Calophyllum","Calophyllum brasiliense",1,"arv_18138.1","A","H07quad_5x15",140,140,148.7,157,3.7,2,1.3,2019
"F03",18232,11,16.5,13,1.3,1.5,"Euphorbiaceae","Croton","Croton sphaerogynus",1,"arv_18232.1","A","F03quad_10x15",100,60,111,76.5,1,1.5,1.3,2019
"F06",18253,11,12,12.5,1.25,3.5,"Euphorbiaceae","Aparisthmium","Aparisthmium cordatum",1,"arv_18253.1","A","F06quad_10x10",100,120,111,132,1,2,1.3,2019
"F05",18256,8,0.5,11,1.1,1.5,"Rubiaceae","Psychotria","Psychotria hastisepala",1,"arv_18256.1","A","F05quad_5x0",100,100,108,100.5,3,0.5,1.3,2019
"F08",18267,2,13.5,182,18.2,13,"Lauraceae","Ocotea","Ocotea aciphylla",1,"arv_18267.1","A","F08quad_0x10",100,160,102,173.5,2,3.5,1.3,2019
"K08",18325,6,5.5,13,1.3,2.5,"Annonaceae","Xylopia","Xylopia langsdorffiana",1,"arv_18325.1","A","K08quad_5x5",200,160,206,165.5,1,0.5,1.3,2019
"I10",18330,0,11.5,16.1,1.61,2.5,"Peraceae","Pera","Pera glabrata",1,"arv_18330.1","A","I10quad_0x10",160,200,160,211.5,0,1.5,1.3,2019
"E02",18335,15,17,31.6,3.16,2.5,"Arecaceae","Geonoma","Geonoma schottiana",1,"arv_18335.1","A","E02quad_15x15",80,40,95,57,0,2,1.3,2019
"K03",18353,11,17.5,68,6.8,8,"Lauraceae","Nectandra","Nectandra oppositifolia",1,"arv_18353.1","A","K03quad_10x15",200,60,211,77.5,1,2.5,1.3,2019
"E02",18360,17.5,17,85,8.5,7.5,"Rubiaceae","Amaioua","Amaioua intermedia",1,"arv_18360.1","A","E02quad_15x15",80,40,97.5,57,2.5,2,1.3,2019
"F04",18394,16,6,14,1.4,3.5,"Euphorbiaceae","Croton","Croton sphaerogynus",2,"arv_18394.1","A","F04quad_15x5",100,80,116,86,1,1,1.3,2019
"K15",18397,15,14.5,11.1,1.11,2,"Myrtaceae","Calyptranthes","Calyptranthes concinna",1,"arv_18397.1","A","K15quad_15x10",200,300,215,314.5,0,4.5,1.3,2019
"C02",18406,3.5,8,16.8,1.68,3,"Oleaceae","Chionanthus","Chionanthus filiformis",1,"arv_18406.1","A","C02quad_0x5",40,40,43.5,48,3.5,3,1.3,2019
"J15",18437,11,9.5,13.8,1.38,2,"Clusiaceae","Garcinia","Garcinia gardneriana",1,"arv_18437.1","A","J15quad_10x5",180,300,191,309.5,1,4.5,1.3,2019
"J14",18451,7,13.5,12.9,1.29,2.5,"Clusiaceae","Garcinia","Garcinia gardneriana",1,"arv_18451.1","A","J14quad_5x10",180,280,187,293.5,2,3.5,1.3,2019
"F04",18464,13,1.5,25.6,2.56,4.5,"Euphorbiaceae","Croton","Croton sphaerogynus",1,"arv_18464.1","A","F04quad_10x0",100,80,113,81.5,3,1.5,1.3,2019
"I03",18487,0.4,4.4,103,10.3,12,"Lauraceae","Ocotea","Ocotea aciphylla",1,"arv_18487.1","A","I03quad_0x0",160,60,160.4,64.4,0.4,4.4,1.3,2019
"C02",18493,13.5,15.5,66,6.6,5.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_18493.1","A","C02quad_10x15",40,40,53.5,55.5,3.5,0.5,1.3,2019
"N06",18551,7,17.5,245,24.5,16,"Fabaceae","Albizia","Albizia pedicellaris",1,"arv_18551.1","A","N06quad_5x15",260,120,267,137.5,2,2.5,1.3,2019
"N08",18673,2,17,23.9,2.39,4,"Nyctaginaceae","Guapira","Guapira opposita",2,"arv_18673.1","A","N08quad_0x15",260,160,262,177,2,2,1.3,2019
"G04",18692,11,19.5,10.1,1.01,2.5,"Meliaceae","Guarea","Guarea macrophylla",1,"arv_18692.1","A","G04quad_10x15",120,80,131,99.5,1,4.5,1.3,2019
"E06",18906,15,13.5,12.8,1.28,2,"Meliaceae","Guarea","Guarea macrophylla",1,"arv_18906.1","A","E06quad_15x10",80,120,95,133.5,0,3.5,1.3,2019
"N08",18910,6.5,5.5,59,5.9,4.5,"Fabaceae","Andira","Andira anthelmia",1,"arv_18910.1","A","N08quad_5x5",260,160,266.5,165.5,1.5,0.5,1.3,2019
"L03",19144,8.5,11,16.4,1.64,3,"Meliaceae","Cabralea","Cabralea canjerana",1,"arv_19144.1","A","L03quad_5x10",220,60,228.5,71,3.5,1,1.3,2019
"C01",19195,17.5,6.5,595,59.5,20,"Clusiaceae","Calophyllum","Calophyllum brasiliense",1,"arv_19195.1","A","C01quad_15x5",40,20,57.5,26.5,2.5,1.5,1.3,2019
"P13",19251,7,10.5,13.6,1.36,2,"Chloranthaceae","Hedyosmum","Hedyosmum brasiliense",1,"arv_19251.1","A","P13quad_5x10",300,260,307,270.5,2,0.5,1.3,2019
"F12",20000,13,4.5,93,9.3,11,"Myrtaceae","Myrcia","Myrcia glabra",1,"arv_20000.1","A","F12quad_10x0",100,240,113,244.5,3,4.5,1.3,2019
"F12",20002,12.5,7,57.5,5.75,11,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_20002.1","A","F12quad_10x5",100,240,112.5,247,2.5,2,1.3,2019
"F13",20003,4.1,2.6,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_20003.1","M","F13quad_0x0",100,260,104.1,262.6,4.1,2.6,1.3,2019
"F12",20004,11.5,7.5,61.7,6.17,11,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_20004.1","A","F12quad_10x5",100,240,111.5,247.5,1.5,2.5,1.3,2019
"E14",20005,0.3,1.7,NA,NA,NA,"Peraceae","Pera","Pera glabrata",NA,"arv_20005.1","M","E14quad_0x0",80,280,80.3,281.7,0.3,1.7,1.3,2019
"F12",20006,11.3,12.8,NA,NA,NA,"Annonaceae","Xylopia","Xylopia langsdorffiana",NA,"arv_20006.1","M","F12quad_10x10",100,240,111.3,252.8,1.3,2.8,1.3,2019
"E14",20007,1.2,1.1,88,8.8,14,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_20007.1","A","E14quad_0x0",80,280,81.2,281.1,1.2,1.1,1.3,2019
"F12",20008,10.5,10.5,144,14.4,10,"Malpighiaceae","Byrsonima","Byrsonima ligustrifolia",1,"arv_20008.1","A","F12quad_10x10",100,240,110.5,250.5,0.5,0.5,1.3,2019
"E14",20009,1.5,2,69,6.9,7.5,"Olacaceae","Heisteria","Heisteria silvianii",1,"arv_20009.1","A","E14quad_0x0",80,280,81.5,282,1.5,2,1.3,2019
"F12",20010,11,14.7,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_20010.1","M","F12quad_10x10",100,240,111,254.7,1,4.7,1.3,2019
"E14",20011,2.6,3.5,NA,NA,NA,"Primulaceae","Myrsine","Myrsine umbellata",NA,"arv_20011.1","D","E14quad_0x0",80,280,82.6,283.5,2.6,3.5,1.3,2019
"F12",20014,12,16,98,9.8,12,"Sapotaceae","Pouteria","Pouteria beaurepairei",1,"arv_20014.1","A","F12quad_10x15",100,240,112,256,2,1,1.3,2019
"E14",20015,1.7,5.6,NA,NA,NA,"Cyatheaceae","Cyathea","Cyathea microdonta",NA,"arv_20015.1","M","E14quad_0x5",80,280,81.7,285.6,1.7,0.6,1.3,2019
"F12",20016,13,17,187,18.7,16,"Myrtaceae","Psidium","Psidium cattleyanum",1,"arv_20016.1","A","F12quad_10x15",100,240,113,257,3,2,1.3,2019
"E14",20017,4.5,3.5,76,7.6,4,"Peraceae","Pera","Pera glabrata",1,"arv_20017.1","A","E14quad_0x0",80,280,84.5,283.5,4.5,3.5,1.3,2019
"F12",20018,11.7,18.8,61.8,6.18,9,"Celastraceae","Maytenus","Maytenus robusta",3,"arv_20018.1","A","F12quad_10x15",100,240,111.7,258.8,1.7,3.8,1.3,2019
"E14",20019,2.6,5.4,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_20019.1","M","E14quad_0x5",80,280,82.6,285.4,2.6,0.4,1.3,2019
"F12",20020,16,14,202,20.2,5,"Myrtaceae","Myrcia","Myrcia multiflora",1,"arv_20020.1","A","F12quad_15x10",100,240,116,254,1,4,1.3,2019
"E14",20021,5.4,7,NA,NA,NA,"Annonaceae","Xylopia","Xylopia langsdorffiana",NA,"arv_20021.1","M","E14quad_5x5",80,280,85.4,287,0.4,2,1.3,2019
"F12",20022,12.2,7.1,78.1,7.81,12,"Annonaceae","Xylopia","Xylopia langsdorffiana",5,"arv_20022.1","A","F12quad_10x5",100,240,112.2,247.1,2.2,2.1,1.3,2019
"F12",20024,14,11.5,113,11.3,16,"Araliaceae","Schefflera","Schefflera angustissima",1,"arv_20024.1","A","F12quad_10x10",100,240,114,251.5,4,1.5,1.3,2019
"E14",20025,2.5,11.5,82,8.2,7.5,"Peraceae","Pera","Pera glabrata",1,"arv_20025.1","A","E14quad_0x10",80,280,82.5,291.5,2.5,1.5,1.3,2019
"F12",20026,14.6,13.2,NA,NA,NA,"Lauraceae","Ocotea","Ocotea pulchra",NA,"arv_20026.1","M","F12quad_10x10",100,240,114.6,253.2,4.6,3.2,1.3,2019
"E14",20027,5.3,11.2,NA,NA,NA,"Fabaceae","Abarema","Abarema brachystachya",NA,"arv_20027.1","M","E14quad_5x10",80,280,85.3,291.2,0.3,1.2,1.3,2019
"F12",20028,16.5,16.9,690,69,25,"Clusiaceae","Calophyllum","Calophyllum brasiliense",1,"arv_20028.1","A","F12quad_15x15",100,240,116.5,256.9,1.5,1.9,1.3,2019
"E14",20029,2,13.5,101,10.1,9,"Fabaceae","Andira","Andira anthelmia",1,"arv_20029.1","A","E14quad_0x10",80,280,82,293.5,2,3.5,1.3,2019
"E14",20031,3.5,14,70,7,9,"Aquifoliaceae","Ilex","Ilex dumosa",1,"arv_20031.1","A","E14quad_0x10",80,280,83.5,294,3.5,4,1.3,2019
"F12",20032,15.8,19.9,67.7,6.77,8,"Myrtaceae","Myrcia","Myrcia racemosa",2,"arv_20032.1","A","F12quad_15x15",100,240,115.8,259.9,0.800000000000001,4.9,1.3,2019
"E14",20033,4.5,14,88,8.8,12,"Peraceae","Pera","Pera glabrata",1,"arv_20033.1","A","E14quad_0x10",80,280,84.5,294,4.5,4,1.3,2019
"F12",20034,14.4,20,NA,NA,NA,"Anacardiaceae","Tapirira","Tapirira guianensis",NA,"arv_20034.1","M","F12quad_10x15",100,240,114.4,260,4.4,5,1.3,2019
"E14",20035,2.5,15.5,45,4.5,7,"Annonaceae","Xylopia","Xylopia langsdorffiana",1,"arv_20035.1","A","E14quad_0x15",80,280,82.5,295.5,2.5,0.5,1.3,2019
"F12",20036,18.5,18.2,59.2,5.92,9.5,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_20036.1","A","F12quad_15x15",100,240,118.5,258.2,3.5,3.2,1.3,2019
"E14",20037,2,19,59,5.9,6,"Arecaceae","Euterpe","Euterpe edulis",1,"arv_20037.1","A","E14quad_0x15",80,280,82,299,2,4,1.3,2019
"F12",20038,18.6,12.3,NA,NA,NA,"Arecaceae","Euterpe","Euterpe edulis",NA,"arv_20038.1","M","F12quad_15x10",100,240,118.6,252.3,3.6,2.3,1.3,2019
"F12",20040,18,11.5,53.6,5.36,4,"Clusiaceae","Garcinia","Garcinia gardneriana",1,"arv_20040.1","A","F12quad_15x10",100,240,118,251.5,3,1.5,1.3,2019
"E14",20041,4,17,80,8,8,"Rubiaceae","Amaioua","Amaioua intermedia",1,"arv_20041.1","A","E14quad_0x15",80,280,84,297,4,2,1.3,2019
"F12",20042,17,8,111,11.1,13,"Araliaceae","Schefflera","Schefflera angustissima",1,"arv_20042.1","A","F12quad_15x5",100,240,117,248,2,3,1.3,2019
"E14",20043,6.8,16.5,NA,NA,NA,"Anacardiaceae","Tapirira","Tapirira guianensis",NA,"arv_20043.1","D","E14quad_5x15",80,280,86.8,296.5,1.8,1.5,1.3,2019
"F12",20044,18.5,8.1,NA,NA,NA,"Lauraceae","Ocotea","Ocotea pulchra",NA,"arv_20044.1","M","F12quad_15x5",100,240,118.5,248.1,3.5,3.1,1.3,2019
"E14",20045,6,19.8,NA,NA,NA,"Chrysobalanaceae","Hirtella","Hirtella hebeclada",NA,"arv_20045.1","M","E14quad_5x15",80,280,86,299.8,1,4.8,1.3,2019
"F12",20046,19,4.5,91,9.1,10,"Celastraceae","Maytenus","Maytenus robusta",1,"arv_20046.1","A","F12quad_15x0",100,240,119,244.5,4,4.5,1.3,2019
